Surah,Ayah,Text,Char_Length,Casefolding,Tokenizing
11,29,"Dan (dia berkata): ""Hai kaumku, aku tiada meminta harta benda kepada kamu (sebagai upah) bagi seruanku. Upahku hanyalah dari Allah dan aku sekali-kali tidak akan mengusir orang-orang yang telah beriman. Sesungguhnya mereka akan bertemu dengan Tuhannya, akan tetapi aku memandangmu suatu kaum yang tidak mengetahui"".",315,dan dia berkata hai kaumku aku tiada meminta ha a benda kepada kamu sebagai upah bagi seruanku upahku hanyalah dari allah dan aku sekali kali tidak akan mengusir orang orang yang telah beriman sesungguhnya mereka akan be emu dengan tuhannya akan tetapi aku memandangmu suatu kaum yang tidak mengetahui ,"['dan', 'dia', 'berkata', 'hai', 'kaumku', 'aku', 'tiada', 'meminta', 'ha', 'a', 'benda', 'kepada', 'kamu', 'sebagai', 'upah', 'bagi', 'seruanku', 'upahku', 'hanyalah', 'dari', 'allah', 'dan', 'aku', 'sekali', 'kali', 'tidak', 'akan', 'mengusir', 'orang', 'orang', 'yang', 'telah', 'beriman', 'sesungguhnya', 'mereka', 'akan', 'be', 'emu', 'dengan', 'tuhannya', 'akan', 'tetapi', 'aku', 'memandangmu', 'suatu', 'kaum', 'yang', 'tidak', 'mengetahui']"
11,30,"Dan (dia berkata): ""Hai kaumku, siapakah yang akan menolongku dari (azab) Allah jika aku mengusir mereka. Maka tidakkah kamu mengambil pelajaran?",145,dan dia berkata hai kaumku siapakah yang akan menolongku dari azab allah jika aku mengusir mereka maka tidakkah kamu mengambil pelajaran ,"['dan', 'dia', 'berkata', 'hai', 'kaumku', 'siapakah', 'yang', 'akan', 'menolongku', 'dari', 'azab', 'allah', 'jika', 'aku', 'mengusir', 'mereka', 'maka', 'tidakkah', 'kamu', 'mengambil', 'pelajaran']"
11,31,"Dan aku tidak mengatakan kepada kamu (bahwa): ""Aku mempunyai gudang-gudang rezeki dan kekayaan dari Allah, dan aku tiada mengetahui yang ghaib"", dan tidak (pula) aku mengatakan: ""Bahwa sesungguhnya aku adalah malaikat"", dan tidak juga aku mengatakan kepada orang-orang yang dipandang hina oleh penglihatanmu: ""Sekali-kali Allah tidak akan mendatangkan kebaikan kepada mereka"". Allah lebih mengetahui apa yang ada pada diri mereka; sesungguhnya aku, kalau begitu benar-benar termasuk orang-orang yang zalim.",506,dan aku tidak mengatakan kepada kamu bahwa aku mempunyai gudang gudang rezeki dan kekayaan dari allah dan aku tiada mengetahui yang ghaib dan tidak pula aku mengatakan bahwa sesungguhnya aku adalah malaikat dan tidak juga aku mengatakan kepada orang orang yang dipandang hina oleh penglihatanmu sekali kali allah tidak akan mendatangkan kebaikan kepada mereka allah lebih mengetahui apa yang ada pada diri mereka sesungguhnya aku kalau begitu benar benar termasuk orang orang yang zalim ,"['dan', 'aku', 'tidak', 'mengatakan', 'kepada', 'kamu', 'bahwa', 'aku', 'mempunyai', 'gudang', 'gudang', 'rezeki', 'dan', 'kekayaan', 'dari', 'allah', 'dan', 'aku', 'tiada', 'mengetahui', 'yang', 'ghaib', 'dan', 'tidak', 'pula', 'aku', 'mengatakan', 'bahwa', 'sesungguhnya', 'aku', 'adalah', 'malaikat', 'dan', 'tidak', 'juga', 'aku', 'mengatakan', 'kepada', 'orang', 'orang', 'yang', 'dipandang', 'hina', 'oleh', 'penglihatanmu', 'sekali', 'kali', 'allah', 'tidak', 'akan', 'mendatangkan', 'kebaikan', 'kepada', 'mereka', 'allah', 'lebih', 'mengetahui', 'apa', 'yang', 'ada', 'pada', 'diri', 'mereka', 'sesungguhnya', 'aku', 'kalau', 'begitu', 'benar', 'benar', 'termasuk', 'orang', 'orang', 'yang', 'zalim']"
11,32,"Mereka berkata ""Hai Nuh, sesungguhnya kamu telah berbantah dengan kami, dan kamu telah memperpanjang bantahanmu terhadap kami, maka datangkanlah kepada kami azab yang kamu ancamkan kepada kami, jika kamu termasuk orang-orang yang benar"".",237,mereka berkata hai nuh sesungguhnya kamu telah berbantah dengan kami dan kamu telah memperpanjang bantahanmu terhadap kami maka datangkanlah kepada kami azab yang kamu ancamkan kepada kami jika kamu termasuk orang orang yang benar ,"['mereka', 'berkata', 'hai', 'nuh', 'sesungguhnya', 'kamu', 'telah', 'berbantah', 'dengan', 'kami', 'dan', 'kamu', 'telah', 'memperpanjang', 'bantahanmu', 'terhadap', 'kami', 'maka', 'datangkanlah', 'kepada', 'kami', 'azab', 'yang', 'kamu', 'ancamkan', 'kepada', 'kami', 'jika', 'kamu', 'termasuk', 'orang', 'orang', 'yang', 'benar']"
11,33,"Nuh menjawab: ""Hanyalah Allah yang akan mendatangkan azab itu kepadamu jika Dia menghendaki, dan kamu sekali-kali tidak dapat melepaskan diri.",142,nuh menjawab hanyalah allah yang akan mendatangkan azab itu kepadamu jika dia menghendaki dan kamu sekali kali tidak dapat melepaskan diri ,"['nuh', 'menjawab', 'hanyalah', 'allah', 'yang', 'akan', 'mendatangkan', 'azab', 'itu', 'kepadamu', 'jika', 'dia', 'menghendaki', 'dan', 'kamu', 'sekali', 'kali', 'tidak', 'dapat', 'melepaskan', 'diri']"
11,34,"Dan tidaklah bermanfaat kepadamu nasehatku jika aku hendak memberi nasehat kepada kamu, sekiranya Allah hendak menyesatkan kamu, Dia adalah Tuhanmu, dan kepada-Nya-lah kamu dikembalikan"".",187,dan tidaklah bermanfaat kepadamu nasehatku jika aku hendak memberi nasehat kepada kamu sekiranya allah hendak menyesatkan kamu dia adalah tuhanmu dan kepada nya lah kamu dikembalikan ,"['dan', 'tidaklah', 'bermanfaat', 'kepadamu', 'nasehatku', 'jika', 'aku', 'hendak', 'memberi', 'nasehat', 'kepada', 'kamu', 'sekiranya', 'allah', 'hendak', 'menyesatkan', 'kamu', 'dia', 'adalah', 'tuhanmu', 'dan', 'kepada', 'nya', 'lah', 'kamu', 'dikembalikan']"
11,35,"Malahan kaum Nuh itu berkata: ""Dia cuma membuat-buat nasihatnya saja"". Katakanlah: ""Jika aku membuat-buat nasihat itu, maka hanya akulah yang memikul dosaku, dan aku berlepas diri dari dosa yang kamu perbuat"".",209,malahan kaum nuh itu berkata dia cuma membuat buat nasihatnya saja katakanlah jika aku membuat buat nasihat itu maka hanya akulah yang memikul dosaku dan aku berlepas diri dari dosa yang kamu perbuat ,"['malahan', 'kaum', 'nuh', 'itu', 'berkata', 'dia', 'cuma', 'membuat', 'buat', 'nasihatnya', 'saja', 'katakanlah', 'jika', 'aku', 'membuat', 'buat', 'nasihat', 'itu', 'maka', 'hanya', 'akulah', 'yang', 'memikul', 'dosaku', 'dan', 'aku', 'berlepas', 'diri', 'dari', 'dosa', 'yang', 'kamu', 'perbuat']"
11,36,"Dan diwahyukan kepada Nuh, bahwasanya sekali-kali tidak akan beriman di antara kaummu, kecuali orang yang telah beriman (saja), karena itu janganlah kamu bersedih hati tentang apa yang selalu mereka kerjakan.",208,dan diwahyukan kepada nuh bahwasanya sekali kali tidak akan beriman di antara kaummu kecuali orang yang telah beriman saja karena itu janganlah kamu bersedih hati tentang apa yang selalu mereka kerjakan ,"['dan', 'diwahyukan', 'kepada', 'nuh', 'bahwasanya', 'sekali', 'kali', 'tidak', 'akan', 'beriman', 'di', 'antara', 'kaummu', 'kecuali', 'orang', 'yang', 'telah', 'beriman', 'saja', 'karena', 'itu', 'janganlah', 'kamu', 'bersedih', 'hati', 'tentang', 'apa', 'yang', 'selalu', 'mereka', 'kerjakan']"
11,37,"Dan buatlah bahtera itu dengan pengawasan dan petunjuk wahyu Kami, dan janganlah kamu bicarakan dengan Aku tentang orang-orang yang zalim itu; sesungguhnya mereka itu akan ditenggelamkan.",187,dan buatlah bahtera itu dengan pengawasan dan petunjuk wahyu kami dan janganlah kamu bicarakan dengan aku tentang orang orang yang zalim itu sesungguhnya mereka itu akan ditenggelamkan ,"['dan', 'buatlah', 'bahtera', 'itu', 'dengan', 'pengawasan', 'dan', 'petunjuk', 'wahyu', 'kami', 'dan', 'janganlah', 'kamu', 'bicarakan', 'dengan', 'aku', 'tentang', 'orang', 'orang', 'yang', 'zalim', 'itu', 'sesungguhnya', 'mereka', 'itu', 'akan', 'ditenggelamkan']"
11,38,"Dan mulailah Nuh membuat bahtera. Dan setiap kali pemimpin kaumnya berjalan meliwati Nuh, mereka mengejeknya. Berkatalah Nuh: ""Jika kamu mengejek kami, maka sesungguhnya kami (pun) mengejekmu sebagaimana kamu sekalian mengejek (kami).",234,dan mulailah nuh membuat bahtera dan setiap kali pemimpin kaumnya berjalan meliwati nuh mereka mengejeknya berkatalah nuh jika kamu mengejek kami maka sesungguhnya kami pun mengejekmu sebagaimana kamu sekalian mengejek kami ,"['dan', 'mulailah', 'nuh', 'membuat', 'bahtera', 'dan', 'setiap', 'kali', 'pemimpin', 'kaumnya', 'berjalan', 'meliwati', 'nuh', 'mereka', 'mengejeknya', 'berkatalah', 'nuh', 'jika', 'kamu', 'mengejek', 'kami', 'maka', 'sesungguhnya', 'kami', 'pun', 'mengejekmu', 'sebagaimana', 'kamu', 'sekalian', 'mengejek', 'kami']"
11,39,"Kelak kamu akan mengetahui siapa yang akan ditimpa oleh azab yang menghinakannya dan yang akan ditimpa azab yang kekal"".",120,kelak kamu akan mengetahui siapa yang akan ditimpa oleh azab yang menghinakannya dan yang akan ditimpa azab yang kekal ,"['kelak', 'kamu', 'akan', 'mengetahui', 'siapa', 'yang', 'akan', 'ditimpa', 'oleh', 'azab', 'yang', 'menghinakannya', 'dan', 'yang', 'akan', 'ditimpa', 'azab', 'yang', 'kekal']"
11,40,"Hingga apabila perintah Kami datang dan dapur telah memancarkan air, Kami berfirman: ""Muatkanlah ke dalam bahtera itu dari masing-masing binatang sepasang (jantan dan betina), dan keluargamu kecuali orang yang telah terdahulu ketetapan terhadapnya dan (muatkan pula) orang-orang yang beriman"". Dan tidak beriman bersama dengan Nuh itu kecuali sedikit.",351,hingga apabila perintah kami datang dan dapur telah memancarkan air kami berfirman muatkanlah ke dalam bahtera itu dari masing masing binatang sepasang jantan dan betina dan keluargamu kecuali orang yang telah terdahulu ketetapan terhadapnya dan muatkan pula orang orang yang beriman dan tidak beriman bersama dengan nuh itu kecuali sedikit ,"['hingga', 'apabila', 'perintah', 'kami', 'datang', 'dan', 'dapur', 'telah', 'memancarkan', 'air', 'kami', 'berfirman', 'muatkanlah', 'ke', 'dalam', 'bahtera', 'itu', 'dari', 'masing', 'masing', 'binatang', 'sepasang', 'jantan', 'dan', 'betina', 'dan', 'keluargamu', 'kecuali', 'orang', 'yang', 'telah', 'terdahulu', 'ketetapan', 'terhadapnya', 'dan', 'muatkan', 'pula', 'orang', 'orang', 'yang', 'beriman', 'dan', 'tidak', 'beriman', 'bersama', 'dengan', 'nuh', 'itu', 'kecuali', 'sedikit']"
11,41,"Dan Nuh berkata: ""Naiklah kamu sekalian ke dalamnya dengan menyebut nama Allah di waktu berlayar dan berlabuhnya"". Sesungguhnya Tuhanku benar-benar Maha Pengampun lagi Maha Penyayang.",183,dan nuh berkata naiklah kamu sekalian ke dalamnya dengan menyebut nama allah di waktu berlayar dan berlabuhnya sesungguhnya tuhanku benar benar maha pengampun lagi maha penyayang ,"['dan', 'nuh', 'berkata', 'naiklah', 'kamu', 'sekalian', 'ke', 'dalamnya', 'dengan', 'menyebut', 'nama', 'allah', 'di', 'waktu', 'berlayar', 'dan', 'berlabuhnya', 'sesungguhnya', 'tuhanku', 'benar', 'benar', 'maha', 'pengampun', 'lagi', 'maha', 'penyayang']"
11,42,"Dan bahtera itu berlayar membawa mereka dalam gelombang laksana gunung. Dan Nuh memanggil anaknya, sedang anak itu berada di tempat yang jauh terpencil: ""Hai anakku, naiklah (ke kapal) bersama kami dan janganlah kamu berada bersama orang-orang yang kafir"".",256,dan bahtera itu berlayar membawa mereka dalam gelombang laksana gunung dan nuh memanggil anaknya sedang anak itu berada di tempat yang jauh terpencil hai anakku naiklah ke kapal bersama kami dan janganlah kamu berada bersama orang orang yang kafir ,"['dan', 'bahtera', 'itu', 'berlayar', 'membawa', 'mereka', 'dalam', 'gelombang', 'laksana', 'gunung', 'dan', 'nuh', 'memanggil', 'anaknya', 'sedang', 'anak', 'itu', 'berada', 'di', 'tempat', 'yang', 'jauh', 'terpencil', 'hai', 'anakku', 'naiklah', 'ke', 'kapal', 'bersama', 'kami', 'dan', 'janganlah', 'kamu', 'berada', 'bersama', 'orang', 'orang', 'yang', 'kafir']"
11,43,"Anaknya menjawab: ""Aku akan mencari perlindungan ke gunung yang dapat memeliharaku dari air bah!"" Nuh berkata: ""Tidak ada yang melindungi hari ini dari azab Allah selain Allah (saja) Yang Maha Penyayang"". Dan gelombang menjadi penghalang antara keduanya; maka jadilah anak itu termasuk orang-orang yang ditenggelamkan.",318,anaknya menjawab aku akan mencari perlindungan ke gunung yang dapat memeliharaku dari air bah nuh berkata tidak ada yang melindungi hari ini dari azab allah selain allah saja yang maha penyayang dan gelombang menjadi penghalang antara keduanya maka jadilah anak itu termasuk orang orang yang ditenggelamkan ,"['anaknya', 'menjawab', 'aku', 'akan', 'mencari', 'perlindungan', 'ke', 'gunung', 'yang', 'dapat', 'memeliharaku', 'dari', 'air', 'bah', 'nuh', 'berkata', 'tidak', 'ada', 'yang', 'melindungi', 'hari', 'ini', 'dari', 'azab', 'allah', 'selain', 'allah', 'saja', 'yang', 'maha', 'penyayang', 'dan', 'gelombang', 'menjadi', 'penghalang', 'antara', 'keduanya', 'maka', 'jadilah', 'anak', 'itu', 'termasuk', 'orang', 'orang', 'yang', 'ditenggelamkan']"
11,44,"Dan difirmankan: ""Hai bumi telanlah airmu, dan hai langit (hujan) berhentilah,"" dan airpun disurutkan, perintahpun diselesaikan dan bahtera itupun berlabuh di atas bukit Judi, dan dikatakan: ""Binasalah orang-orang yang zalim"".",226,dan difirmankan hai bumi telanlah airmu dan hai langit hujan berhentilah dan airpun disurutkan perintahpun diselesaikan dan bahtera itupun berlabuh di atas bukit judi dan dikatakan binasalah orang orang yang zalim ,"['dan', 'difirmankan', 'hai', 'bumi', 'telanlah', 'airmu', 'dan', 'hai', 'langit', 'hujan', 'berhentilah', 'dan', 'airpun', 'disurutkan', 'perintahpun', 'diselesaikan', 'dan', 'bahtera', 'itupun', 'berlabuh', 'di', 'atas', 'bukit', 'judi', 'dan', 'dikatakan', 'binasalah', 'orang', 'orang', 'yang', 'zalim']"
11,45,"Dan Nuh berseru kepada Tuhannya sambil berkata: ""Ya Tuhanku, sesungguhnya anakku termasuk keluargaku, dan sesungguhnya janji Engkau itulah yang benar. Dan Engkau adalah Hakim yang seadil-adilnya"".",196,dan nuh berseru kepada tuhannya sambil berkata ya tuhanku sesungguhnya anakku termasuk keluargaku dan sesungguhnya janji engkau itulah yang benar dan engkau adalah hakim yang seadil adilnya ,"['dan', 'nuh', 'berseru', 'kepada', 'tuhannya', 'sambil', 'berkata', 'ya', 'tuhanku', 'sesungguhnya', 'anakku', 'termasuk', 'keluargaku', 'dan', 'sesungguhnya', 'janji', 'engkau', 'itulah', 'yang', 'benar', 'dan', 'engkau', 'adalah', 'hakim', 'yang', 'seadil', 'adilnya']"
11,46,"Allah berfirman: ""Hai Nuh, sesungguhnya dia bukanlah termasuk keluargamu (yang dijanjikan akan diselamatkan), sesungguhnya (perbuatan)nya perbuatan yang tidak baik. Sebab itu janganlah kamu memohon kepada-Ku sesuatu yang kamu tidak mengetahui (hakekat)nya. Sesungguhnya Aku memperingatkan kepadamu supaya kamu jangan termasuk orang-orang yang tidak berpengetahuan"".",365,allah berfirman hai nuh sesungguhnya dia bukanlah termasuk keluargamu yang dijanjikan akan diselamatkan sesungguhnya perbuatan nya perbuatan yang tidak baik sebab itu janganlah kamu memohon kepada ku sesuatu yang kamu tidak mengetahui hakekat nya sesungguhnya aku memperingatkan kepadamu supaya kamu jangan termasuk orang orang yang tidak berpengetahuan ,"['allah', 'berfirman', 'hai', 'nuh', 'sesungguhnya', 'dia', 'bukanlah', 'termasuk', 'keluargamu', 'yang', 'dijanjikan', 'akan', 'diselamatkan', 'sesungguhnya', 'perbuatan', 'nya', 'perbuatan', 'yang', 'tidak', 'baik', 'sebab', 'itu', 'janganlah', 'kamu', 'memohon', 'kepada', 'ku', 'sesuatu', 'yang', 'kamu', 'tidak', 'mengetahui', 'hakekat', 'nya', 'sesungguhnya', 'aku', 'memperingatkan', 'kepadamu', 'supaya', 'kamu', 'jangan', 'termasuk', 'orang', 'orang', 'yang', 'tidak', 'berpengetahuan']"
11,47,"Nuh berkata: Ya Tuhanku, sesungguhnya aku berlindung kepada Engkau dari memohon kepada Engkau sesuatu yang aku tiada mengetahui (hakekat)nya. Dan sekiranya Engkau tidak memberi ampun kepadaku, dan (tidak) menaruh belas kasihan kepadaku, niscaya aku akan termasuk orang-orang yang merugi"".",288,nuh berkata ya tuhanku sesungguhnya aku berlindung kepada engkau dari memohon kepada engkau sesuatu yang aku tiada mengetahui hakekat nya dan sekiranya engkau tidak memberi ampun kepadaku dan tidak menaruh belas kasihan kepadaku niscaya aku akan termasuk orang orang yang merugi ,"['nuh', 'berkata', 'ya', 'tuhanku', 'sesungguhnya', 'aku', 'berlindung', 'kepada', 'engkau', 'dari', 'memohon', 'kepada', 'engkau', 'sesuatu', 'yang', 'aku', 'tiada', 'mengetahui', 'hakekat', 'nya', 'dan', 'sekiranya', 'engkau', 'tidak', 'memberi', 'ampun', 'kepadaku', 'dan', 'tidak', 'menaruh', 'belas', 'kasihan', 'kepadaku', 'niscaya', 'aku', 'akan', 'termasuk', 'orang', 'orang', 'yang', 'merugi']"
11,48,"Difirmankan: ""Hai Nuh, turunlah dengan selamat sejahtera dan penuh keberkatan dari Kami atasmu dan atas umat-umat (yang mukmin) dari orang-orang yang bersamamu. Dan ada (pula) umat-umat yang Kami beri kesenangan pada mereka (dalam kehidupan dunia), kemudian mereka akan ditimpa azab yang pedih dari Kami"".",305,difirmankan hai nuh turunlah dengan selamat sejahtera dan penuh keberkatan dari kami atasmu dan atas umat umat yang mukmin dari orang orang yang bersamamu dan ada pula umat umat yang kami beri kesenangan pada mereka dalam kehidupan dunia kemudian mereka akan ditimpa azab yang pedih dari kami ,"['difirmankan', 'hai', 'nuh', 'turunlah', 'dengan', 'selamat', 'sejahtera', 'dan', 'penuh', 'keberkatan', 'dari', 'kami', 'atasmu', 'dan', 'atas', 'umat', 'umat', 'yang', 'mukmin', 'dari', 'orang', 'orang', 'yang', 'bersamamu', 'dan', 'ada', 'pula', 'umat', 'umat', 'yang', 'kami', 'beri', 'kesenangan', 'pada', 'mereka', 'dalam', 'kehidupan', 'dunia', 'kemudian', 'mereka', 'akan', 'ditimpa', 'azab', 'yang', 'pedih', 'dari', 'kami']"
11,49,Itu adalah di antara berita-berita penting tentang yang ghaib yang Kami wahyukan kepadamu (Muhammad); tidak pernah kamu mengetahuinya dan tidak (pula) kaummu sebelum ini. Maka bersabarlah; sesungguhnya kesudahan yang baik adalah bagi orang-orang yang bertakwa.,260,itu adalah di antara berita berita penting tentang yang ghaib yang kami wahyukan kepadamu muhammad tidak pernah kamu mengetahuinya dan tidak pula kaummu sebelum ini maka bersabarlah sesungguhnya kesudahan yang baik adalah bagi orang orang yang be akwa ,"['itu', 'adalah', 'di', 'antara', 'berita', 'berita', 'penting', 'tentang', 'yang', 'ghaib', 'yang', 'kami', 'wahyukan', 'kepadamu', 'muhammad', 'tidak', 'pernah', 'kamu', 'mengetahuinya', 'dan', 'tidak', 'pula', 'kaummu', 'sebelum', 'ini', 'maka', 'bersabarlah', 'sesungguhnya', 'kesudahan', 'yang', 'baik', 'adalah', 'bagi', 'orang', 'orang', 'yang', 'be', 'akwa']"
11,50,"Dan kepada kaum Â´Ad (Kami utus) saudara mereka, Huud. Ia berkata: ""Hai kaumku, sembahlah Allah, sekali-kali tidak ada bagimu Tuhan selain Dia. Kamu hanyalah mengada-adakan saja.",178,dan kepada kaum ad kami utus saudara mereka huud ia berkata hai kaumku sembahlah allah sekali kali tidak ada bagimu tuhan selain dia kamu hanyalah mengada adakan saja ,"['dan', 'kepada', 'kaum', 'ad', 'kami', 'utus', 'saudara', 'mereka', 'huud', 'ia', 'berkata', 'hai', 'kaumku', 'sembahlah', 'allah', 'sekali', 'kali', 'tidak', 'ada', 'bagimu', 'tuhan', 'selain', 'dia', 'kamu', 'hanyalah', 'mengada', 'adakan', 'saja']"
11,51,"Hai kaumku, aku tidak meminta upah kepadamu bagi seruanku ini. Upahku tidak lain hanyalah dari Allah yang telah menciptakanku. Maka tidakkah kamu memikirkan(nya)?""",163,hai kaumku aku tidak meminta upah kepadamu bagi seruanku ini upahku tidak lain hanyalah dari allah yang telah menciptakanku maka tidakkah kamu memikirkan nya ,"['hai', 'kaumku', 'aku', 'tidak', 'meminta', 'upah', 'kepadamu', 'bagi', 'seruanku', 'ini', 'upahku', 'tidak', 'lain', 'hanyalah', 'dari', 'allah', 'yang', 'telah', 'menciptakanku', 'maka', 'tidakkah', 'kamu', 'memikirkan', 'nya']"
11,52,"Dan (dia berkata): ""Hai kaumku, mohonlah ampun kepada Tuhanmu lalu bertobatlah kepada-Nya, niscaya Dia menurunkan hujan yang sangat deras atasmu, dan Dia akan menambahkan kekuatan kepada kekuatanmu, dan janganlah kamu berpaling dengan berbuat dosa"".",249,dan dia berkata hai kaumku mohonlah ampun kepada tuhanmu lalu be obatlah kepada nya niscaya dia menurunkan hujan yang sangat deras atasmu dan dia akan menambahkan kekuatan kepada kekuatanmu dan janganlah kamu berpaling dengan berbuat dosa ,"['dan', 'dia', 'berkata', 'hai', 'kaumku', 'mohonlah', 'ampun', 'kepada', 'tuhanmu', 'lalu', 'be', 'obatlah', 'kepada', 'nya', 'niscaya', 'dia', 'menurunkan', 'hujan', 'yang', 'sangat', 'deras', 'atasmu', 'dan', 'dia', 'akan', 'menambahkan', 'kekuatan', 'kepada', 'kekuatanmu', 'dan', 'janganlah', 'kamu', 'berpaling', 'dengan', 'berbuat', 'dosa']"
11,53,"Kaum Â´Ad berkata: ""Hai Huud, kamu tidak mendatangkan kepada kami suatu bukti yang nyata, dan kami sekali-kali tidak akan meninggalkan sembahan-sembahan kami karena perkataanmu, dan kami sekali-kali tidak akan mempercayai kamu.",227,kaum ad berkata hai huud kamu tidak mendatangkan kepada kami suatu bukti yang nyata dan kami sekali kali tidak akan meninggalkan sembahan sembahan kami karena perkataanmu dan kami sekali kali tidak akan mempercayai kamu ,"['kaum', 'ad', 'berkata', 'hai', 'huud', 'kamu', 'tidak', 'mendatangkan', 'kepada', 'kami', 'suatu', 'bukti', 'yang', 'nyata', 'dan', 'kami', 'sekali', 'kali', 'tidak', 'akan', 'meninggalkan', 'sembahan', 'sembahan', 'kami', 'karena', 'perkataanmu', 'dan', 'kami', 'sekali', 'kali', 'tidak', 'akan', 'mempercayai', 'kamu']"
